DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE119,2013,4510.94,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE119,2014,4746.06,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE119,2015,4882.28,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE119,2016,5138,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE119,2017,5386.25,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE119,2018,5580.91,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE119,2019,5904.91,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11A,2011,6316.35,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11A,2012,6557.01,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11A,2013,6712.43,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11A,2014,7001.5,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11A,2015,7297.62,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11A,2016,7531.56,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11A,2017,7872.95,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11A,2018,8919.92,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11A,2019,9325.06,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11B,2011,4412.24,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11B,2012,4440.41,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11B,2013,4425.72,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11B,2014,4482.83,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11B,2015,4702.58,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11B,2016,4725.91,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11B,2017,5079.01,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11B,2018,5244.43,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11B,2019,5382.1,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11C,2011,4223.73,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11C,2012,4252.51,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11C,2013,3996.68,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11C,2014,4102.91,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11C,2015,4378.36,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11C,2016,4584.09,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11C,2017,4842.66,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11C,2018,4898.06,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11C,2019,4969.98,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11D,2011,10932.58,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11D,2012,11280.76,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11D,2013,11571.37,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11D,2014,12272.77,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11D,2015,12383.97,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11D,2016,12668.2,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11D,2017,13583.71,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11D,2018,14112.52,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE11D,2019,14299.79,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12,2011,101910.76,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12,2012,103103.95,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12,2013,105006.11,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12,2014,109251.07,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12,2015,113393.3,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12,2016,116091.12,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12,2017,121424.94,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12,2018,125216.14,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12,2019,128174.58,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12,2020,123716.76,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE121,2011,2553.37,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE121,2012,2718.61,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE121,2013,2620.18,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE121,2014,2763.01,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE121,2015,2792.18,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE121,2016,2835.88,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE121,2017,2913.52,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE121,2018,3039.93,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE121,2019,3130.15,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE122,2011,16375.18,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE122,2012,16778.26,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE122,2013,16975.01,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE122,2014,18012.87,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE122,2015,18839.42,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE122,2016,19213.07,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE122,2017,20049.88,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE122,2018,20767.55,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE122,2019,20980.9,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE123,2011,13722.47,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE123,2012,13838.13,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE123,2013,13803.32,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE123,2014,14678.04,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE123,2015,15328.56,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE123,2016,15589.49,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE123,2017,16246.42,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE123,2018,16911.8,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE123,2019,17316.88,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE124,2011,8345.15,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE124,2012,8168.9,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE124,2013,8188.11,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE124,2014,8678.82,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE124,2015,9111.06,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE124,2016,9503.14,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE124,2017,9947.84,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE124,2018,10210.11,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE124,2019,10470.12,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE125,2011,7235.96,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE125,2012,7777,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE125,2013,7884.23,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE125,2014,8238.67,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE125,2015,8320.27,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE125,2016,8428.62,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE125,2017,8941.98,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE125,2018,9152.64,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE125,2019,9378.24,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE126,2011,16732.99,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE126,2012,16832.77,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE126,2013,17666.46,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE126,2014,17878.91,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE126,2015,18747.64,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE126,2016,19243.76,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE126,2017,20324.22,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE126,2018,21077.48,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE126,2019,21010.45,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE127,2011,3814.68,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE127,2012,3942.62,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE127,2013,4085.15,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE127,2014,4119.69,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE127,2015,4238.5,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE127,2016,4308.02,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE127,2017,4503.32,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE127,2018,4435.25,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE127,2019,4555.83,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE128,2011,16176.66,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE128,2012,15647.75,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE128,2013,16120.5,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE128,2014,16679.64,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE128,2015,17308.84,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE128,2016,17784.08,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE128,2017,18587.19,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE128,2018,19068.36,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE128,2019,20290.64,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE129,2011,4492.18,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE129,2012,4785.38,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE129,2013,5047.31,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE129,2014,4897.64,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE129,2015,4891.41,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE129,2016,4890.27,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE129,2017,4980.26,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE129,2018,5089,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE129,2019,5265.31,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12A,2011,3743.47,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12A,2012,3905.49,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12A,2013,3868.38,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12A,2014,4027.19,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12A,2015,4123.16,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12A,2016,4277.88,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12A,2017,4489.95,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12A,2018,4607.19,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12A,2019,4736.86,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12B,2011,4887.76,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12B,2012,4926.63,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12B,2013,4948.02,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12B,2014,5257.14,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12B,2015,5533.1,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12B,2016,5695.41,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12B,2017,5902.38,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12B,2018,6159.53,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12B,2019,6216.91,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12C,2011,3830.89,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12C,2012,3782.4,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12C,2013,3799.44,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12C,2014,4019.45,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12C,2015,4159.16,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12C,2016,4321.49,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12C,2017,4537.97,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12C,2018,4697.29,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE12C,2019,4822.31,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE13,2011,69679.68,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE13,2012,70820.85,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE13,2013,73082.53,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE13,2014,76710.87,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE13,2015,79014.61,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE13,2016,81276.92,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE13,2017,84334.8,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE13,2018,87541.7,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE13,2019,90036.23,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE13,2020,86681.72,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE131,2011,9535.1,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE131,2012,9707.42,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE131,2013,10049.39,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE131,2014,10531.82,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE131,2015,10725.68,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE131,2016,11028.6,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE131,2017,11505.69,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE131,2018,12000.94,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE131,2019,12814.78,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE132,2011,6109.32,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE132,2012,6290.07,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE132,2013,6561.12,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE132,2014,6969.93,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE132,2015,7160.41,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE132,2016,7446.12,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE132,2017,7616.06,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE132,2018,7852.45,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE132,2019,8131.5,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE133,2011,3992.66,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE133,2012,4069.91,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE133,2013,4236.62,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE133,2014,4513.39,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE133,2015,4825.1,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE133,2016,4851.51,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE133,2017,5155.16,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE133,2018,5401,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE133,2019,5562.99,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE134,2011,14634.71,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,DE134,2012,14266.59,
